City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
354,Evansville,US,37.9748,-87.5558,30.2,54,100,12.66,overcast clouds
355,Conyers,US,33.6676,-84.0177,50.45,38,0,1.01,clear sky
356,Russellville,US,35.2784,-93.1338,44.74,29,0,16.11,clear sky
357,Ruidoso,US,33.3317,-105.673,37.76,54,100,12.66,overcast clouds
358,Rockingham,US,42.9668,-71.0995,46.71,49,69,1.01,broken clouds
359,Kinston,US,35.2627,-77.5816,55.58,50,0,0.0,clear sky
360,Galveston,US,29.3669,-94.9669,55.36,47,100,16.11,overcast clouds
361,Rock Sound,BS,24.9,-76.2,76.06,77,10,15.32,clear sky
362,Edgewater,US,28.9889,-80.9023,70.03,91,100,11.5,overcast clouds
363,Sylvania,US,41.7189,-83.713,23.02,61,40,21.85,light snow
364,Boone,US,39.0334,-92.3335,26.85,62,100,3.0,overcast clouds
365,Fernley,US,39.608,-119.2518,59.86,19,58,1.99,broken clouds
366,Enid,US,36.3956,-97.8784,42.98,23,0,18.41,clear sky
367,Laramie,US,41.3114,-105.5911,33.53,25,0,16.11,clear sky
368,Centralia,US,46.7162,-122.9543,67.86,35,0,6.91,clear sky
369,Council Bluffs,US,41.2619,-95.8608,27.32,49,40,18.41,scattered clouds
370,Ada,US,43.4166,-116.1262,52.68,28,0,18.41,clear sky
371,General Cepeda,MX,25.3833,-101.45,45.07,53,97,18.92,overcast clouds
372,Cullman,US,34.1748,-86.8436,47.8,36,0,8.05,clear sky
373,Harrisonville,US,38.6533,-94.3488,29.28,58,89,13.98,overcast clouds
374,Madera,US,37.1666,-119.8343,68.09,74,92,3.62,overcast clouds
375,Miami,US,25.7743,-80.1937,82.42,72,75,13.8,broken clouds
376,Lampazos De Naranjo,MX,27.0167,-100.5167,45.32,76,100,12.68,overcast clouds
377,Elko,US,41.0002,-115.5012,41.02,41,3,1.99,clear sky
378,Canon City,US,38.441,-105.2424,45.18,20,75,8.05,broken clouds
379,Spring Hill,US,28.4769,-82.5255,68.23,86,75,8.05,broken clouds
380,Canandaigua,US,42.8742,-77.288,30.33,76,93,11.01,overcast clouds
381,Benjamin Hill,MX,30.1667,-111.1,71.64,18,73,5.19,broken clouds
382,Lemoore,US,36.3008,-119.7829,69.87,49,0,6.91,clear sky
383,Port Hueneme,US,34.1478,-119.1951,73.36,42,0,12.66,clear sky
384,Moctezuma,MX,29.8,-109.6667,73.67,20,94,4.52,overcast clouds
385,Williamsport,US,41.2412,-77.0011,40.73,62,75,18.41,broken clouds
386,Cardinal,CA,44.7834,-75.3826,32.32,51,0,14.97,clear sky
387,Syracuse,IT,37.0881,15.2792,48.31,75,11,3.27,few clouds
388,Payson,US,40.0444,-111.7321,48.04,16,0,10.36,clear sky
389,Oswego,US,43.4501,-76.1497,32.92,66,80,3.0,light snow
390,Carlsbad,US,33.1581,-117.3506,76.39,43,0,11.5,clear sky
391,Chalmette,US,29.9427,-89.9634,54.0,43,100,19.57,overcast clouds
392,New Iberia,US,30.0035,-91.8187,51.87,40,100,5.75,overcast clouds
393,Oro Valley,US,32.3909,-110.9665,71.78,27,81,7.0,broken clouds
394,Chihuahua,MX,28.5,-106.0,37.2,94,100,7.11,overcast clouds
395,Duncan,US,34.5023,-97.9578,51.69,31,0,11.5,clear sky
396,Steamboat Springs,US,40.485,-106.8317,30.0,40,0,3.0,clear sky
397,Cumberland,US,35.0502,-78.8664,57.7,40,0,11.5,clear sky
398,Natchez,US,31.5604,-91.4032,49.44,51,0,6.91,clear sky
399,Praxedis Guerrero,MX,31.3667,-106.0167,50.14,38,98,17.29,overcast clouds
400,Huron,US,41.1501,-82.5499,22.46,76,100,18.05,overcast clouds
401,Brighton,GB,50.8284,-0.1395,48.24,93,62,3.0,broken clouds
402,Norfolk,US,42.1668,-71.2495,47.66,45,98,4.0,overcast clouds
403,Manhattan,US,40.7834,-73.9662,48.94,32,0,18.41,clear sky
404,Sweetwater,US,25.7634,-80.3731,82.0,72,0,11.99,clear sky
405,Montrose,US,38.4166,-108.2673,36.81,40,10,3.11,clear sky
406,Silver City,US,32.7701,-108.2803,46.36,63,0,20.71,clear sky
407,Alamogordo,US,32.8995,-105.9603,45.41,62,100,5.01,overcast clouds
408,Portales,US,34.1862,-103.3344,48.33,29,96,5.06,overcast clouds
409,Atchison,US,39.563,-95.1216,28.58,64,100,14.41,overcast clouds
410,Warner Robins,US,32.621,-83.5999,54.14,44,40,9.22,scattered clouds
411,Ottawa,CA,45.4112,-75.6981,32.43,67,40,23.02,scattered clouds
412,San Jacinto,US,33.7839,-116.9586,73.42,24,38,7.0,scattered clouds
413,Estelle,US,29.8458,-90.1067,54.0,43,100,11.5,overcast clouds
414,Mount Clemens,US,42.5973,-82.878,25.02,76,75,11.5,broken clouds
415,Ojinaga,MX,29.5667,-104.4167,44.42,70,100,13.8,overcast clouds
416,Jenison,US,42.9072,-85.792,24.06,85,100,10.0,snow
417,Sanger,US,36.708,-119.556,69.66,43,0,3.44,clear sky
418,Burley,US,42.5357,-113.7928,48.29,48,0,10.36,clear sky
419,Aylmer,CA,42.7668,-80.983,22.75,58,100,19.42,overcast clouds
420,Fort Myers Beach,US,26.452,-81.9481,77.07,86,100,4.0,overcast clouds
421,Pine Bluff,US,34.2284,-92.0032,51.73,25,0,17.27,clear sky
422,Festus,US,38.2206,-90.396,27.48,41,96,12.55,overcast clouds
423,Berea,US,41.3662,-81.8543,23.61,65,100,17.27,overcast clouds
424,New Ulm,US,44.3125,-94.4605,17.98,71,0,20.71,clear sky
425,Crossville,US,35.949,-85.0269,40.1,50,75,11.5,broken clouds
426,Carrollton,US,32.9537,-96.8903,53.94,26,0,17.27,clear sky
427,Fruitville,US,27.3298,-82.4576,75.92,69,0,11.5,clear sky
428,Wichita,US,37.6922,-97.3375,37.45,31,20,23.02,few clouds
429,Alexander City,US,32.944,-85.9539,49.5,55,95,5.66,overcast clouds
430,Coralville,US,41.6764,-91.5805,25.43,60,100,17.27,overcast clouds
431,Columbus,US,39.9612,-82.9988,24.71,63,100,20.71,overcast clouds
432,Big Spring,US,32.2504,-101.4787,52.25,24,0,12.66,clear sky
433,Idaho Falls,US,43.4666,-112.0341,34.0,64,0,5.75,clear sky
434,Santa Ana,US,33.7456,-117.8678,77.02,28,100,9.22,overcast clouds
435,Waterloo,CA,43.4668,-80.5164,20.01,70,0,17.27,clear sky
436,Tehachapi,US,35.1322,-118.449,58.64,33,84,10.0,broken clouds
437,Sheridan,US,44.8333,-106.9173,39.58,52,0,4.61,clear sky
438,Virginia Beach,US,36.8529,-75.978,52.02,72,40,8.05,scattered clouds
439,Listowel,IE,52.4464,-9.485,40.71,77,29,4.38,scattered clouds
440,Prescott Valley,US,34.5894,-112.3252,57.25,26,0,6.91,clear sky
441,Morris,US,40.8334,-74.5329,45.63,38,40,10.36,scattered clouds
442,Sioux City,US,42.5,-96.4003,22.59,60,0,21.85,clear sky
443,Jupiter,US,26.9342,-80.0942,82.45,74,75,4.61,broken clouds
444,Mountain Home,US,43.133,-115.6912,52.43,31,0,19.57,clear sky
445,Sunrise Manor,US,36.2111,-115.0731,66.29,12,0,10.36,clear sky
446,Chino Valley,US,34.7575,-112.4538,58.68,25,0,6.91,clear sky
447,Miami Beach,US,25.7906,-80.1301,82.42,71,75,13.8,broken clouds
448,Ridgecrest,US,35.6225,-117.6709,66.06,20,0,9.22,clear sky
449,Pittsburg,US,38.028,-121.8847,67.66,65,0,6.91,clear sky
450,Port Charlotte,US,26.9762,-82.0906,78.85,87,0,12.66,clear sky
451,Huntsville,US,34.7304,-86.5861,46.81,36,0,11.01,clear sky
452,Nueva Rosita,MX,27.95,-101.2167,40.55,88,100,11.83,overcast clouds
453,East Chicago,US,41.6392,-87.4548,23.05,70,75,10.36,broken clouds
454,Henderson,US,36.0397,-114.9819,66.22,14,0,9.22,clear sky
455,Pendleton,US,45.6721,-118.7886,65.8,27,0,13.0,clear sky
456,Anahuac,MX,27.2333,-100.15,45.5,77,100,18.45,overcast clouds
457,Olive Branch,US,34.9618,-89.8295,44.28,35,40,17.27,scattered clouds
458,Palau,PW,7.503,134.621,82.74,74,94,12.8,overcast clouds
459,Madisonville,US,37.3281,-87.4989,34.21,51,79,5.01,broken clouds
460,Spearfish,US,44.4908,-103.8594,38.28,20,0,4.61,clear sky
461,Mechanicsville,US,37.6088,-77.3733,51.33,37,66,3.0,broken clouds
462,Evans,US,33.5337,-82.1307,54.61,46,97,4.0,overcast clouds
463,Cocoa Beach,US,28.32,-80.6076,78.06,83,20,6.91,few clouds
464,Carthage,TN,36.8611,10.3316,58.53,82,20,3.44,few clouds
465,Fort Stewart,US,31.8722,-81.61,58.87,54,40,8.05,scattered clouds
466,Wooster,US,40.8051,-81.9351,22.28,78,75,18.41,broken clouds
467,Horn Lake,US,34.9554,-90.0348,44.58,37,75,17.27,broken clouds
468,Seymour,US,38.9592,-85.8903,27.32,66,85,8.99,overcast clouds
469,Castanos,MX,26.7833,-101.4167,43.34,67,99,12.41,overcast clouds
470,Cadillac,US,44.2519,-85.4012,17.51,79,100,13.8,light snow
471,Mulege,MX,26.8833,-111.9833,69.1,44,35,9.37,scattered clouds
472,Greensburg,US,40.3015,-79.5389,32.63,54,85,15.99,overcast clouds
473,Levelland,US,33.5873,-102.378,50.2,23,94,6.78,overcast clouds
474,Selma,US,36.5708,-119.6121,69.85,45,0,0.0,clear sky
475,Soddy-Daisy,US,35.2359,-85.1908,47.93,45,98,10.94,overcast clouds
476,Brookhaven,US,31.5791,-90.4407,47.86,65,100,4.9,overcast clouds
477,Yankton,US,42.8711,-97.3973,21.45,58,0,19.57,clear sky
478,Creel,MX,27.75,-107.6333,44.76,81,98,8.93,moderate rain
479,Bossier City,US,32.516,-93.7321,55.58,30,0,17.27,clear sky
480,Culpeper,US,38.5004,-77.9664,50.92,20,0,0.0,clear sky
481,Portland,US,45.5234,-122.6762,68.81,33,40,6.91,scattered clouds
482,Rodney,CA,42.5668,-81.6831,22.86,56,100,20.92,overcast clouds
483,Cape Canaveral,US,28.4058,-80.6048,78.03,82,75,6.91,broken clouds
484,Chatham,GB,51.3789,0.5279,49.19,93,30,3.0,scattered clouds
485,Dyersburg,US,36.0345,-89.3856,42.94,36,40,14.97,scattered clouds
486,Panama City,PA,8.9936,-79.5197,85.95,79,40,10.36,moderate rain
487,Blackfoot,US,43.1905,-112.345,44.38,73,77,3.87,broken clouds
488,Obregon,NI,11.9566,-85.9636,87.89,66,52,5.12,broken clouds
489,Scottsbluff,US,41.8666,-103.6672,43.92,20,0,6.91,clear sky
490,Saint Albans,GB,51.75,-0.3333,48.9,94,20,10.36,few clouds
491,Little Rock,US,34.7465,-92.2896,46.36,31,25,9.37,scattered clouds
492,Defiance,US,41.3334,-84.45,21.45,63,100,12.66,overcast clouds
493,Artesia,US,33.8658,-118.0831,77.23,29,0,9.22,clear sky
494,Grand Bend,CA,43.3168,-81.7498,23.22,63,100,28.03,light snow
495,Primo Tapia,MX,32.22,-116.9172,72.95,53,35,6.15,scattered clouds
496,Mansfield,GB,53.1333,-1.2,45.79,84,88,5.99,overcast clouds
497,Lamesa,US,32.7376,-101.951,50.52,21,74,11.83,broken clouds
498,Emporia,US,38.4039,-96.1817,34.0,32,100,19.57,overcast clouds
499,Bloomingdale,US,27.8936,-82.2404,72.25,76,40,8.05,scattered clouds
500,Ramos Arizpe,MX,25.55,-100.9667,45.95,50,97,15.41,overcast clouds
501,Etchoropo,MX,26.7667,-109.6667,75.42,55,100,13.09,overcast clouds
502,Chester,US,40.1254,-75.8749,44.08,43,0,3.44,clear sky
503,Fredericksburg,US,38.3032,-77.4605,52.34,32,0,4.61,clear sky
504,Kendallville,US,41.4414,-85.265,20.8,78,0,17.27,clear sky
505,Caborca,MX,30.5838,-111.101,71.67,19,26,8.16,scattered clouds
506,Muscatine,US,41.4667,-91.1335,24.64,59,100,14.97,overcast clouds
507,Moberly,US,39.4184,-92.4382,26.58,56,100,14.97,overcast clouds
508,Gainesville,US,29.6516,-82.3248,53.74,79,75,3.44,broken clouds
509,Fort Dodge,US,42.4975,-94.168,24.8,50,0,14.97,clear sky
510,Willmar,US,45.1219,-95.0433,15.82,73,0,17.27,clear sky
511,Garden City,US,42.3256,-83.331,23.9,67,100,21.85,overcast clouds
512,Muskogee,US,35.5834,-95.3336,43.34,31,0,14.97,clear sky
513,Sierra Vista,US,31.5545,-110.3037,62.2,30,40,14.97,scattered clouds
514,Lockhart,US,28.6194,-81.4426,75.94,81,100,11.5,overcast clouds
515,Aliquippa,US,40.6367,-80.2401,33.93,53,100,13.8,overcast clouds
516,Wharton,US,29.3116,-96.1027,52.99,66,100,6.91,overcast clouds
517,Vicksburg,US,32.3526,-90.8779,53.28,40,0,0.0,clear sky
518,Conway,US,35.0887,-92.4421,46.38,25,0,17.27,clear sky
519,Rome,US,34.257,-85.1647,48.51,48,54,1.01,broken clouds
520,Clinton,US,42.587,-82.9199,23.95,76,75,11.5,broken clouds
521,Hannibal,US,39.7084,-91.3585,27.52,54,100,17.27,overcast clouds
522,West Columbia,US,33.9935,-81.074,57.02,51,75,9.22,broken clouds
523,Lynn Haven,US,30.2455,-85.6483,52.05,58,100,6.91,overcast clouds
524,Exeter,GB,50.7236,-3.5275,45.99,89,68,10.45,broken clouds
525,Weatherford,US,32.7593,-97.7972,53.26,30,73,7.0,broken clouds
526,Orangeburg,US,33.4918,-80.8557,57.16,63,0,6.91,clear sky
527,Shreveport,US,32.5251,-93.7502,55.62,30,0,17.27,clear sky
528,Grand Island,US,40.925,-98.342,29.19,40,0,13.8,clear sky
529,Beckley,US,37.7782,-81.1882,35.67,57,100,7.0,overcast clouds
530,Fond Du Lac,US,43.775,-88.4388,24.98,54,75,19.57,broken clouds
531,La Joya,MX,18.6667,-99.4667,87.39,32,58,5.59,broken clouds
532,Salisbury,GB,51.0693,-1.7957,49.64,92,100,8.05,drizzle
533,Laurel,US,39.0993,-76.8483,50.4,33,0,12.66,clear sky
534,Deming,US,32.2687,-107.7586,48.09,49,75,14.97,broken clouds
535,Wellington,NZ,-41.2866,174.7756,71.26,74,32,5.99,scattered clouds
536,Allende,MX,25.2833,-100.0167,51.93,54,42,10.85,scattered clouds
537,Bristol,US,41.8334,-71.1662,47.77,47,100,7.0,overcast clouds
538,Wisconsin Rapids,US,44.3836,-89.8174,26.89,42,0,23.02,clear sky
539,Galesburg,US,40.9478,-90.3712,24.03,75,100,14.97,overcast clouds
540,Laguna Beach,US,33.5423,-117.7831,77.34,30,100,5.75,overcast clouds
541,South Venice,US,27.0531,-82.4243,76.98,87,0,12.66,clear sky
542,Plainfield,US,40.6168,-74.4173,48.88,35,0,14.97,clear sky
543,Kerrville,US,30.0474,-99.1403,42.53,84,100,3.44,overcast clouds
544,Fort Madison,US,40.6298,-91.3151,25.48,63,100,10.36,overcast clouds
545,Corinth,GR,37.9407,22.9573,50.9,74,47,3.27,scattered clouds
546,Ocampo,MX,21.65,-101.5,68.54,21,48,20.4,scattered clouds
547,Elizabethtown,US,37.694,-85.8591,31.59,51,40,11.5,scattered clouds
548,Portsmouth,GB,50.799,-1.0913,50.13,95,53,9.51,broken clouds
549,Forest Hills,US,42.9595,-85.4898,22.15,84,100,14.97,light snow
550,Los Lunas,US,34.8062,-106.7334,50.65,35,90,4.0,overcast clouds
551,Wichita Falls,US,33.9137,-98.4934,51.93,30,0,12.66,clear sky
552,Marmora,IT,44.4583,7.094,41.13,90,100,2.24,overcast clouds
553,Fort Pierce,US,27.4467,-80.3256,84.25,63,0,5.75,clear sky
554,Hobe Sound,US,27.0595,-80.1364,82.98,73,80,10.27,broken clouds
555,Hollins,US,37.3413,-79.9431,45.25,36,37,3.0,scattered clouds
556,Van Buren,US,35.4368,-94.3483,44.62,33,0,20.71,clear sky
557,Charleston,US,32.7766,-79.9309,59.07,59,100,13.8,overcast clouds
558,Roswell,US,34.0232,-84.3616,49.87,40,0,13.8,clear sky
559,Santa Barbara,US,34.7333,-120.0343,60.33,39,0,10.36,clear sky
560,Live Oak,US,36.9836,-121.9805,69.6,73,0,6.91,clear sky
561,California City,US,35.1258,-117.9859,64.18,23,0,6.91,clear sky
562,Saint Cloud,US,45.5608,-94.1625,23.34,53,0,13.8,clear sky
563,Paragould,US,36.0584,-90.4973,42.62,52,26,12.82,scattered clouds
564,Oconomowoc,US,43.1117,-88.4993,24.26,55,75,10.36,broken clouds
565,Crawfordsville,US,40.0411,-86.8745,20.84,48,100,15.19,overcast clouds
566,Elizabeth City,US,36.2946,-76.2511,49.01,83,0,5.75,clear sky
567,Gustavo Diaz Ordaz,MX,26.2333,-98.5833,57.09,50,86,16.75,overcast clouds
568,Santa Isabel,BR,-23.3156,-46.2214,72.7,98,5,1.52,clear sky
569,Forest Acres,US,34.0193,-80.9898,56.98,52,0,9.22,clear sky
570,Delhi,IN,28.6667,77.2167,62.69,94,40,0.0,mist
571,Platteville,US,42.7342,-90.4785,24.24,58,100,12.66,overcast clouds
572,Mantua,IT,45.1667,10.7833,49.24,85,97,3.0,overcast clouds
573,Jonesboro,US,35.8423,-90.7043,42.57,33,0,12.66,clear sky
574,Oak Ridge,US,36.0104,-84.2696,46.49,42,75,5.75,broken clouds
575,Saint Pete Beach,US,27.7253,-82.7412,71.2,80,75,14.97,broken clouds
576,Paris,FR,48.8534,2.3488,54.37,86,75,8.05,broken clouds
577,Lake City,US,30.1897,-82.6393,49.86,93,100,3.44,light rain
578,Susanville,US,40.4163,-120.653,53.44,40,0,5.75,clear sky
579,Tallmadge,US,41.1015,-81.4418,21.61,66,40,19.57,scattered clouds
580,Canyon,US,34.9803,-101.9188,49.51,26,21,6.62,few clouds
581,Ahome,MX,25.9167,-109.1833,70.68,54,26,12.55,scattered clouds
582,Owensboro,US,37.7742,-87.1133,31.26,46,67,13.6,broken clouds
583,Battle Creek,US,42.3212,-85.1797,19.78,60,100,10.36,snow
584,Casas Grandes,MX,30.3667,-107.95,43.57,64,100,12.82,overcast clouds
585,Sutton,GB,51.35,-0.2,48.58,94,42,3.0,scattered clouds
586,Tucson,US,32.2217,-110.9265,71.98,27,0,13.8,clear sky
587,Roanoke Rapids,US,36.4615,-77.6542,52.38,70,0,0.0,clear sky
588,Hanford,US,36.3275,-119.6457,70.41,48,0,0.0,clear sky
589,Porterville,US,36.0652,-119.0168,71.55,40,0,6.91,clear sky
590,Cimarron Hills,US,38.8586,-104.6989,40.53,22,0,12.66,clear sky
591,Arteaga,MX,18.4667,-102.4167,73.09,32,0,8.5,clear sky
592,Edwardsville,US,38.8114,-89.9532,26.58,59,100,16.11,overcast clouds
593,Ken Caryl,US,39.5773,-105.1169,45.0,16,9,4.0,clear sky
594,Streator,US,41.1209,-88.8354,21.99,72,100,5.99,overcast clouds
595,Estacion Coahuila,MX,32.1939,-115.0017,76.57,12,1,4.81,clear sky
596,Goose Creek,US,32.981,-80.0326,58.96,63,98,8.01,overcast clouds
597,Rock Springs,US,41.5875,-109.2029,35.04,47,0,10.36,clear sky
598,Channahon,US,41.4295,-88.2287,23.16,78,100,14.97,overcast clouds
599,Brigham City,US,41.5102,-112.0155,48.22,44,0,11.5,clear sky
600,Bloomfield,US,40.8068,-74.1854,48.97,33,0,18.41,clear sky
601,Brandon,US,27.9378,-82.2859,72.25,79,40,8.99,scattered clouds
602,Port Huron,US,42.9709,-82.4249,25.03,69,75,12.66,light snow
603,Goderich,CA,43.7501,-81.7165,26.91,80,100,24.16,light snow
604,Uniontown,US,39.9001,-79.7164,33.46,44,81,3.0,broken clouds
605,Spring Valley,US,36.108,-115.245,64.35,14,20,9.22,few clouds
606,Ironton,US,38.5368,-82.6829,38.08,42,75,13.8,broken clouds
607,Tilbury,GB,51.4625,0.3586,49.37,91,17,7.29,few clouds
608,Clarksdale,US,34.2001,-90.5709,46.9,36,0,10.36,clear sky
609,Lake Charles,US,30.2131,-93.2044,53.6,43,0,10.36,clear sky
610,Altoona,US,40.5187,-78.3947,34.81,80,89,5.01,overcast clouds
611,Blythe,US,33.6103,-114.5964,75.04,12,31,4.99,scattered clouds
612,Cocorit,MX,27.5833,-109.9667,74.62,41,86,10.6,overcast clouds
613,Imuris,MX,30.7833,-110.8667,69.1,21,79,2.13,broken clouds
614,Fairhope,US,30.523,-87.9033,54.05,49,75,11.5,broken clouds
615,Crestview,US,30.7621,-86.5705,51.71,66,100,4.0,overcast clouds
616,Golden,US,39.7555,-105.2211,45.88,18,20,7.0,few clouds
617,Piney Green,US,34.716,-77.3202,55.58,64,0,4.61,clear sky
618,Martin,US,27.0837,-80.4164,82.94,66,70,8.34,broken clouds
619,Las Cruces,US,32.3123,-106.7783,52.56,34,97,10.0,overcast clouds
620,Creemore,CA,44.327,-80.1075,21.34,82,96,15.39,light snow
621,Rio Bravo,MX,25.9833,-98.1,57.11,46,81,16.98,broken clouds
622,Newberry,US,34.2746,-81.6187,54.46,47,85,10.4,overcast clouds
623,San Blas,MX,21.5167,-105.2667,76.48,56,0,4.76,clear sky
624,Sugar Land,US,29.6197,-95.6349,54.21,47,75,9.22,broken clouds
625,Abilene,US,32.4487,-99.7331,53.82,26,20,6.91,few clouds
626,Chicago,US,41.85,-87.65,23.76,62,75,14.97,broken clouds
627,Bainbridge,US,47.6262,-122.5212,69.21,33,0,6.91,clear sky
628,West Odessa,US,31.8424,-102.4988,53.06,26,88,16.4,overcast clouds
629,Pataskala,US,39.9956,-82.6743,24.35,62,100,20.71,overcast clouds
630,Raton,US,36.9034,-104.4391,40.32,14,0,13.8,clear sky
631,Fulton,US,33.7668,-84.4499,50.41,36,0,13.8,clear sky
632,New Port Richey,US,28.2442,-82.7193,68.38,85,100,5.99,overcast clouds
633,Leeds,GB,53.7964,-1.5477,46.33,86,85,1.01,overcast clouds
634,Lander,US,42.833,-108.7307,32.97,50,0,3.44,clear sky
635,Neenah,US,44.1858,-88.4626,25.56,48,40,14.97,scattered clouds
636,Sulphur,US,30.2366,-93.3774,53.58,44,75,9.22,broken clouds
637,Brookings,US,44.3114,-96.7984,15.8,69,0,16.11,clear sky
638,Pleasanton,US,37.6624,-121.8747,67.48,65,0,10.36,clear sky
639,Ontario,US,34.0633,-117.6509,74.01,24,75,9.22,broken clouds
640,Graham,US,47.0529,-122.2943,66.29,33,0,8.99,clear sky
641,Elmira,US,42.0898,-76.8077,36.19,72,100,18.41,snow
642,West Monroe,US,32.5185,-92.1476,55.4,33,0,12.66,clear sky
643,Lincolnton,US,35.4737,-81.2545,51.66,29,0,6.91,clear sky
644,Normal,US,40.5142,-88.9906,22.28,75,100,23.0,overcast clouds
645,San Angelo,US,31.4638,-100.437,54.95,30,100,8.05,overcast clouds
646,Ramona,US,33.0417,-116.8681,72.75,29,0,11.5,clear sky
647,Pella,RU,59.7775,30.8181,39.25,77,100,12.21,overcast clouds
648,Preston,GB,53.7667,-2.7167,44.89,87,65,14.88,broken clouds
649,Port Saint Lucie,US,27.2939,-80.3503,84.22,59,95,1.99,overcast clouds
650,Bastrop,US,32.7562,-91.8724,55.08,33,0,6.91,clear sky
651,Winona,US,43.9666,-91.7668,24.93,45,0,14.97,clear sky
652,Lindsay,US,36.203,-119.0882,71.8,42,0,6.91,clear sky
653,Castle Rock,US,39.3722,-104.8561,42.08,20,0,8.01,clear sky
654,Kingsland,US,30.8,-81.6898,56.91,94,100,2.3,overcast clouds
655,De Land,US,29.0283,-81.3031,69.8,83,100,11.5,overcast clouds
656,Alamos,MX,27.0167,-108.9333,67.84,62,97,4.88,light rain
657,Cookeville,US,36.1628,-85.5016,41.81,47,0,9.22,clear sky
658,Fergus,US,47.3,-109.2674,43.18,53,19,7.92,few clouds
659,Annapolis,US,38.9785,-76.4922,51.19,35,0,10.36,clear sky
660,Natchitoches,US,31.7668,-93.1335,55.38,33,0,13.8,clear sky
661,Jensen Beach,US,27.2545,-80.2298,84.25,61,92,1.99,overcast clouds
662,El Dorado,US,38.7666,-120.5177,59.52,52,100,4.41,overcast clouds
663,Sonoita,MX,31.85,-112.8333,72.75,13,56,5.03,broken clouds
664,Saginaw,US,43.3334,-84.0333,23.65,77,40,23.02,scattered clouds
665,Buckeye,US,33.3703,-112.5838,76.41,18,0,10.36,clear sky
666,Toccoa,US,34.5773,-83.3324,51.37,31,0,9.22,clear sky
667,Ascension,US,30.2169,-90.9001,52.27,50,100,4.61,overcast clouds
668,Kannapolis,US,35.4874,-80.6217,52.83,25,0,6.91,clear sky
669,Canton,CN,23.1167,113.25,70.88,68,93,10.89,overcast clouds
670,Naples,IT,40.8333,14.25,53.85,87,0,2.3,clear sky
671,Macomb,US,40.4592,-90.6718,23.02,65,100,20.71,overcast clouds
672,Nuevo Casas Grandes,MX,30.4167,-107.9167,44.91,61,100,14.16,overcast clouds
673,Cannington,AU,-32.0167,115.95,67.77,68,0,27.63,clear sky
674,Torrington,US,41.8007,-73.1212,44.78,64,76,3.83,broken clouds
675,Cedar Lake,US,41.3648,-87.4411,21.78,70,100,14.18,overcast clouds
676,Port Stanley,FK,-51.7,-57.85,46.2,77,95,13.76,overcast clouds
677,Great Bend,US,38.3645,-98.7648,36.03,29,0,16.11,clear sky
678,Saint Thomas,BB,13.1833,-59.5833,76.32,61,20,16.11,few clouds
679,Fort Walton Beach,US,30.4058,-86.6188,52.99,56,100,13.8,overcast clouds
680,Hagerstown,US,39.6418,-77.72,44.58,39,73,11.01,broken clouds
681,Valdosta,US,30.8327,-83.2785,50.04,66,100,6.91,overcast clouds
682,Ponca City,US,36.707,-97.0856,41.02,28,0,19.57,clear sky
683,Lubbock,US,33.6001,-101.8338,52.05,24,40,8.05,scattered clouds
684,Panaba,MX,21.2833,-88.2667,78.85,76,58,10.67,broken clouds
685,Las Vegas,US,36.175,-115.1372,65.64,13,0,10.36,clear sky
686,Key West,US,24.5557,-81.7826,80.6,67,0,3.44,clear sky
687,Meridian,US,43.6121,-116.3915,55.15,29,0,18.41,clear sky
688,Amherstburg,CA,42.1168,-83.0499,24.85,63,40,19.57,scattered clouds
689,Gulfport,US,30.3674,-89.0928,53.65,44,75,13.8,broken clouds
690,Bay Saint Louis,US,30.3088,-89.33,51.87,47,100,5.75,overcast clouds
691,San Fernando,PH,15.0286,120.6898,78.53,66,2,4.99,clear sky
692,Saraland,US,30.8207,-88.0706,54.32,43,99,7.99,overcast clouds
693,Los Alamos,US,35.8881,-106.307,37.58,71,100,4.61,snow
694,Somerset,US,40.5668,-74.5496,48.65,36,0,8.05,clear sky
695,Badiraguato,MX,25.3667,-107.5167,76.39,40,93,4.47,light rain
696,Alice,US,27.7523,-98.0697,49.44,70,100,18.41,overcast clouds
697,Quincy,US,42.2529,-71.0023,48.15,44,20,10.36,few clouds
698,Tifton,US,31.4505,-83.5085,49.96,53,100,10.36,overcast clouds
699,Camp Verde,US,34.5636,-111.8543,64.18,20,73,3.96,broken clouds
700,Poplar Bluff,US,36.757,-90.3929,40.77,36,0,16.11,clear sky
701,Yucca Valley,US,34.1142,-116.4322,66.65,25,17,11.01,few clouds
702,El Campo,US,29.1966,-96.2697,52.09,62,100,6.91,overcast clouds
703,Richmond Hill,CA,43.8711,-79.4372,23.49,56,99,14.34,overcast clouds
704,Destin,US,30.3935,-86.4958,51.96,55,100,13.8,overcast clouds
705,Valley Station,US,38.1112,-85.8702,32.65,53,50,5.99,scattered clouds
706,Indiana,US,40.0003,-86.2503,21.94,72,100,16.11,overcast clouds
707,Rio Rancho,US,35.2334,-106.6645,49.14,38,75,8.05,broken clouds
708,Norwich,GB,52.6278,1.2983,49.24,91,75,6.91,broken clouds
709,Topolobampo,MX,25.6,-109.05,70.95,58,57,13.67,broken clouds
710,Tahlequah,US,35.9154,-94.97,42.08,24,0,12.66,clear sky
711,Peru,US,40.7537,-86.0689,21.69,70,100,18.41,overcast clouds
